,bus,element,closed,from_ppci,to_ppci
3586,1211,814,False,1211,814
3587,2799,2300,True,2799,2300
3588,188,3749,False,188,3749
3589,3166,207,True,3166,207
3590,1285,176,True,1285,176
3591,1879,1680,False,1879,1680
3592,3136,322,True,3136,322
3593,3546,918,True,3546,918
3594,239,724,False,239,724
3595,3359,1938,False,3359,1938
3596,3067,158,True,3067,158
3597,466,2108,True,466,2108
3598,3410,763,True,3410,763
3599,3283,133,True,3283,133
3600,1024,3312,True,1024,3312
3601,1562,2840,True,1562,2840
3602,377,1183,True,377,1183
3603,1796,414,True,1796,414
3604,2048,2807,True,2048,2807
3605,3660,1258,True,3660,1258
3606,1315,1726,False,1315,1726
3607,2504,3004,True,2504,3004
3608,1340,183,False,1340,183
3609,3500,2304,True,3500,2304
3610,3739,1300,True,3739,1300
3611,3588,1073,True,3588,1073
3612,1273,3339,True,1273,3339
3613,3456,1416,True,3456,1416
3614,1299,743,True,1299,743
3615,3574,3652,True,3574,3652
3616,3155,3460,True,3155,3460
3617,3519,2940,True,3519,2940
3618,1146,1005,True,1146,1005
3619,2666,1755,True,2666,1755
3620,1219,2268,True,1219,2268
3621,39,2565,True,39,2565
3622,2928,3054,True,2928,3054
3623,890,3611,True,890,3611
3624,124,2508,True,124,2508
3625,1043,2890,True,1043,2890
3626,1208,762,True,1208,762
3627,1835,3775,True,1835,3775
3628,10,1850,True,10,1850
3629,2905,138,True,2905,138
